id,name,location,background,incomeLevel,personalityType,tier,isGraduate,avatarUrl
394,"Amy S.","Shreveport, LA","massage therapist","$5.8K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmti77002uqem9mjnxy79t.png"
395,"Stephanie F.","Seattle, WA","healthcare admin","$9.1K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtic3002vqem9hhcf5x29.png"
396,"Dorothy J.","Louisville, KY","social worker","$5.5K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtigz002wqem9a5343mcg.png"
397,"Gina M.","Sacramento, CA","corporate","$8.4K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtily002xqem9r8qms0ux.png"
398,"Paula M.","Las Vegas, NV","nurse","$11.2K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtiqt002yqem9a1idx5az.png"
399,"Elizabeth E.","Grand Rapids, MI","nurse","$5.5K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtjfd0033qem946dgq1bm.png"
400,"Sandra N.","Honolulu, HI","military spouse","$5.9K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtjp70035qem927gd1jyu.png"
401,"Catherine G.","Durham, NC","EMT","$11.5K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtju50036qem9qme6izm4.png"
402,"Alice P.","Miami, FL","fitness trainer","$8.4K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtjyz0037qem9v66pg0fr.png"
403,"Robin H.","Scottsdale, AZ","RN","$10.3K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtk3t0038qem9xoqgvl3b.png"
404,"Dawn A.","Fort Worth, TX","fitness trainer","$5.7K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtk8o0039qem99w833gp9.png"
405,"Brenda N.","Tacoma, WA","marketing","$10.2K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtkdk003aqem99wwerof8.png"
406,"Amy F.","Columbus, OH","HR","$5.8K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtkie003bqem9y31ph1bs.png"
407,"Elizabeth J.","Denver, CO","tech","$6.5K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtknb003cqem92dl1sogb.png"
408,"Teresa J.","Albuquerque, NM","school counselor","$12.1K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtks8003dqem9l5sm4b7n.png"
409,"Maria M.","Worcester, MA","realtor","$4.3K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtkx5003eqem9upg5v32g.png"
410,"Laura R.","Modesto, CA","realtor","$8.9K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtl24003fqem9tpn4c81h.png"
411,"Tammy G.","Grand Rapids, MI","psychologist","$6.7K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtlc1003hqem9ogrqw1oh.png"
412,"Heather M.","Reno, NV","realtor","$6.7K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtlgw003iqem9j1ydzasv.png"
413,"Barbara N.","Shreveport, LA","yoga instructor","$4.9K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtlqp003kqem9eylo71hq.png"
414,"Rachel G.","Fort Worth, TX","lab tech","$11.1K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtlvm003lqem9ue9pc2ja.png"
415,"Stephanie H.","Providence, RI","corporate","$5.5K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtm0j003mqem9e6yzqv4n.png"
416,"Jennifer M.","Kansas City, MO","lab tech","$10.3K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtm5g003nqem9rhh57eaj.png"
417,"Kathleen G.","Orlando, FL","healthcare admin","$13.2K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmae003oqem9502ysr1p.png"
418,"Carolyn G.","Scottsdale, AZ","corporate","$5.5K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmfb003pqem9yi4q3txo.png"
419,"Jean G.","Louisville, KY","engineer","$4.1K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmk8003qqem91vxfn7di.png"
420,"Lisa F.","Austin, TX","EMT","$6.7K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmp5003rqem9yjpo86gi.png"
421,"Ruth D.","Omaha, NE","dental hygienist","$11.5K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmu2003sqem9z6apq2gw.png"
422,"Melissa J.","Spokane, WA","social worker","$8.4K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtmyw003tqem9w0xt49lt.png"
423,"Jean F.","Newark, NJ","school counselor","$6.8K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtn3t003uqem9w9vtyqlp.png"
424,"Alice A.","Albuquerque, NM","mom","$11.1K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtn8o003vqem9iinrxp5h.png"
425,"Amy A.","Salt Lake City, UT","corporate","$4.8K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtndk003wqem99ecmz7u3.png"
426,"Brittany G.","Memphis, TN","marketing","$12.1K/mo","struggler",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtnik003xqem91elgkax2.png"
427,"Teresa T.","Baton Rouge, LA","mom","$4.6K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmto0k0040qem9w7cytecs.png"
428,"Mary D.","Durham, NC","RN","$4.9K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmto5s0041qem91kfng6qi.png"
429,"Andrea S.","Tulsa, OK","nurse","$7.8K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtoaq0042qem9p21sr3on.png"
430,"Kathleen W.","Austin, TX","marketing","$6.4K/mo","struggler",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtofo0043qem984zffag3.png"
431,"Mary R.","Dallas, TX","realtor","$6.9K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtous0046qem9cu7z3tr5.png"
432,"Mary C.","Worcester, MA","corporate","$7.9K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtozo0047qem9txmbw3gh.png"
433,"Denise J.","Spokane, WA","admin","$7.4K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtp4t0048qem96d7n9uly.png"
434,"Kristin R.","Jacksonville, FL","teacher","$4.6K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtp9p0049qem9eo9pnnos.png"
435,"Janet P.","Raleigh, NC","research scientist","$5.7K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtpel004aqem9njfeaas3.png"
436,"Gina E.","Kansas City, MO","professor","$4.7K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtpox004cqem9nqn8pz85.png"
437,"Jennifer S.","Anchorage, AK","esthetician","$7.4K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtpyq004eqem90bqdjlcy.png"
438,"Kathleen L.","Sacramento, CA","school counselor","$13.2K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtq3p004fqem9fbmdyx41.png"
439,"Cheryl W.","Cleveland, OH","social worker","$5.7K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtqdm004hqem9k7tigrls.png"
440,"Dana W.","Spokane, WA","therapist","$10.8K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtqik004iqem9snj5pkni.png"
441,"Andrea F.","Nashville, TN","research scientist","$6.1K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtqnj004jqem9pv0stqfq.png"
442,"Nancy R.","Providence, RI","empty nester","$10.8K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtqsf004kqem9almsnt10.png"
443,"Kathleen R.","Tacoma, WA","fitness trainer","$12.4K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtqxk004lqem9s9v0f9qm.png"
444,"Cynthia G.","Providence, RI","nurse","$6.2K/mo","leader",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtr2j004mqem9ltrqtq4j.png"
445,"Ruth C.","Providence, RI","nutritionist","$8.2K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtr7e004nqem9d5ryl8jj.png"
446,"Amanda M.","Salt Lake City, UT","educator","$8.4K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtrc9004oqem9kqlu2xwx.png"
447,"Brittany A.","Anchorage, AK","counselor","$6.2K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtrh5004pqem9y86g12ty.png"
448,"Brenda G.","Raleigh, NC","dental hygienist","$4.8K/mo","buyer",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmts12004tqem9er0qhjmj.png"
449,"Tracy N.","Long Beach, CA","research scientist","$11.2K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtsla004xqem9e0xtmwlm.png"
450,"Monica E.","Omaha, NE","research scientist","$7.8K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtsq6004yqem9g5o0bk9l.png"
451,"Jill F.","Savannah, GA","corporate","$10.8K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtsv4004zqem99ab25d36.png"
452,"Donna K.","Louisville, KY","school counselor","$4.6K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtt4x0051qem93vjp2kdd.png"
453,"Rachel F.","Laredo, TX","stay-at-home mom","$5.5K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmttem0053qem94qdofbor.png"
454,"Jessica F.","Richmond, VA","engineer","$4.8K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmttk60054qem96j254459.png"
455,"Tina J.","Worcester, MA","single mom","$13.2K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmttqx0055qem95ijo026b.png"
456,"Lisa H.","Seattle, WA","healthcare admin","$7.2K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmttvq0056qem9u6vby7b1.png"
457,"Stephanie E.","Spokane, WA","admin","$4.5K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtu0n0057qem9tpsrnskk.png"
458,"Susan T.","Raleigh, NC","fitness trainer","$11.1K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtu5i0058qem9reiwpqwg.png"
459,"Linda F.","Irvine, CA","fitness trainer","$4.1K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtuah0059qem91mr2plsw.png"
460,"Catherine L.","Fresno, CA","RN","$4.2K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtufn005aqem9loy3dlz2.png"
461,"Patricia W.","Boise, ID","engineer","$5.5K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtukj005bqem9lb5cyyt6.png"
462,"Julie R.","Worcester, MA","counselor","$10.8K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtuub005dqem9v0r7ikc3.png"
463,"Ashley D.","Lubbock, TX","RN","$5.7K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtuza005eqem939yg2j1w.png"
464,"Melissa H.","Boise, ID","educator","$6.8K/mo","buyer",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtv4t005fqem95wv7lrfr.png"
465,"Ruth N.","Seattle, WA","nurse","$5.5K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtv9r005gqem9kjxr9osa.png"
466,"Karen T.","Baton Rouge, LA","admin","$8.1K/mo","leader",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtvep005hqem97uesuylo.png"
467,"Heather G.","Richmond, VA","physical therapist","$6.4K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtvjo005iqem9hpy5b9yg.png"
468,"Denise E.","Boston, MA","single mom","$4.9K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtvok005jqem9jhnt6mrt.png"
469,"Virginia F.","Worcester, MA","social worker","$6.7K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtvtl005kqem94rzou54l.png"
470,"Crystal W.","Tucson, AZ","RN","$12.4K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtw3h005mqem9lxugi6wf.png"
471,"Carla S.","Bakersfield, CA","counselor","$5.6K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtwde005oqem9emqq99w5.png"
472,"Shannon M.","New Orleans, LA","physical therapist","$8.6K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtwnc005qqem9wb0ndegd.png"
473,"Diane N.","Denver, CO","marketing","$4.1K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtwx6005sqem9d8kmwlgt.png"
474,"Virginia H.","Houston, TX","empty nester","$5.1K/mo","buyer",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtx7b005uqem98v18j6gw.png"
475,"Diane A.","Irvine, CA","RN","$6.9K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtxc8005vqem9gk3477je.png"
476,"Julie J.","Memphis, TN","military spouse","$7.1K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtxot005xqem9n4amh294.png"
477,"Diane E.","Indianapolis, IN","single mom","$5.7K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtxtv005yqem9zbo5z01l.png"
478,"Evelyn H.","Charlotte, NC","school counselor","$4.2K/mo","questioner",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtyif0063qem9r8uuct1t.png"
479,"Amy D.","Virginia Beach, VA","professor","$6.2K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtyse0065qem9cojqyghe.png"
480,"Mary A.","Cleveland, OH","fitness trainer","$5.7K/mo","buyer",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtzc10069qem963qra4f9.png"
481,"Gloria H.","Charleston, SC","engineer","$5.7K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtzgz006aqem9pyhz68dx.png"
482,"Jessica K.","Lexington, KY","marketing","$9.1K/mo","leader",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmtzlx006bqem9ngiazq8n.png"
483,"Brittany B.","Atlanta, GA","CNA","$7.5K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu0fl006hqem9pbv44gy9.png"
484,"Denise T.","Little Rock, AR","medical assistant","$8.9K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu0kh006iqem94st3gdc1.png"
485,"Catherine W.","Irvine, CA","social worker","$11.2K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu0z4006lqem9xxqgst21.png"
486,"Maria K.","Grand Rapids, MI","esthetician","$12.1K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu2p6006xqem9a5d8kkf2.png"
487,"Kimberly N.","San Francisco, CA","dental hygienist","$6.1K/mo","struggler",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu2u2006yqem9578s82cp.png"
488,"Gina T.","Richmond, VA","medical assistant","$8.2K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu33s0070qem9uxesi5b6.png"
489,"Carol R.","Worcester, MA","personal trainer","$6.2K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu38p0071qem9hs1mlsnl.png"
490,"Jill B.","Grand Rapids, MI","lab tech","$7.5K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu3dj0072qem9vx1xeim4.png"
491,"Nancy W.","Richmond, VA","EMT","$5.1K/mo","leader",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu3s50075qem9f62gi947.png"
492,"Diana M.","Milwaukee, WI","professor","$10.2K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu3x10076qem9z76id1lx.png"
493,"Evelyn B.","Baton Rouge, LA","social worker","$4.7K/mo","buyer",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu41w0077qem9r23uezlo.png"
494,"Tina F.","Long Beach, CA","EMT","$8.1K/mo","questioner",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu46q0078qem928pdyylw.png"
495,"Jennifer G.","Minneapolis, MN","medical assistant","$4.3K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu4bo0079qem9yo4w8gsw.png"
496,"Joyce K.","Dallas, TX","chiropractor","$5.6K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu4hr007aqem9d0sjurt8.png"
497,"Betty S.","Durham, NC","educator","$4.8K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu4qz007bqem9u1ttw1py.png"
498,"Crystal P.","Atlanta, GA","dental hygienist","$5.9K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu4vv007cqem9miq0nteg.png"
499,"Janet H.","Miami, FL","healthcare admin","$6.7K/mo","leader",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu50q007dqem9lc9fe5pd.png"
500,"Cynthia S.","Seattle, WA","single mom","$9.5K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu55o007eqem9jzykdewa.png"
501,"Dorothy M.","Lubbock, TX","stay-at-home mom","$5.7K/mo","leader",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu5di007fqem9zcmf1cvt.png"
502,"Brenda L.","Laredo, TX","tech","$7.9K/mo","questioner",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu5ie007gqem9v0pept3i.png"
503,"Karen J.","Raleigh, NC","nurse","$4.3K/mo","struggler",1,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu5nc007hqem9bsyzecxv.png"
504,"Karen H.","Kansas City, MO","lab tech","$9.1K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu5sa007iqem9tzcyawyu.png"
505,"Deborah E.","Boston, MA","nutritionist","$6.2K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu5xk007jqem9gjay93ms.png"
506,"Sherry S.","Salt Lake City, UT","grandma","$10.6K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu67h007lqem908jualb5.png"
507,"Susan E.","Irvine, CA","empty nester","$11.5K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu6cd007mqem9srhd94lr.png"
508,"Rebecca J.","Long Beach, CA","HR","$9.8K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu6ha007nqem9m89n7umi.png"
509,"Cynthia M.","Spokane, WA","grandma","$8.9K/mo","buyer",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu6m8007oqem9hx1n6bvs.png"
510,"Jean R.","Portland, OR","fitness trainer","$9.1K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu6r5007pqem9ul0hzp7s.png"
511,"Ashley H.","Knoxville, TN","chiropractor","$4.6K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu6w1007qqem97n14xshp.png"
512,"Sharon B.","Denver, CO","yoga instructor","$11.1K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu70y007rqem9fas1ds0l.png"
513,"Crystal A.","Omaha, NE","military spouse","$13.2K/mo","buyer",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu7ar007tqem9oqnbt7cj.png"
514,"Deborah P.","Columbus, OH","esthetician","$4.3K/mo","struggler",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu7fo007uqem9zer8jafs.png"
515,"Barbara H.","San Diego, CA","therapist","$6.1K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu7uf007xqem9yple9fio.png"
516,"Monica F.","St. Louis, MO","fitness trainer","$6.4K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu7zb007yqem9hw205ohc.png"
517,"Christina T.","Nashville, TN","lab tech","$5.2K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu849007zqem9rynymqei.png"
518,"Cheryl E.","Boise, ID","personal trainer","$10.8K/mo","buyer",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu89l0080qem9qfl7hazz.png"
519,"Julie N.","Madison, WI","research scientist","$4.8K/mo","questioner",1,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu8gr0081qem9uf4kzwnz.png"
520,"Frances K.","Indianapolis, IN","healthcare admin","$8.2K/mo","struggler",2,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu8lo0082qem9rmrshqt4.png"
521,"Carolyn H.","Miami, FL","pilates instructor","$9.5K/mo","struggler",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu8qk0083qem9qyrxojg4.png"
522,"Gloria A.","Little Rock, AR","military spouse","$12.1K/mo","struggler",2,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu8vo0084qem9hhxsevet.png"
523,"Susan A.","Pittsburgh, PA","corporate","$8.5K/mo","questioner",3,false,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu90l0085qem99rsbzi37.png"
524,"Sharon T.","Savannah, GA","medical assistant","$5.5K/mo","questioner",3,true,"https://pub-bc3849663dc849e59aee2d3c517f51e1.r2.dev/avatars/zombie-cmkhmu9af0087qem9ry4e3y8e.png"
